usage_start_time,project_id,service_description,location_region,resource_name,label_team,label_project,label_env,cost_type,usage_amount,usage_unit,cost,currency,utilization_pct,attached
2026-07-11,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,regular,24,hour,27.0631,USD,,
2026-07-11,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,regular,100,gibibyte month,5.0694,USD,,
2026-07-11,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,regular,24,hour,2.9158,USD,,
2026-07-12,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,regular,24,hour,3.1892,USD,1.8,
2026-07-12,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,regular,24,hour,17.1823,USD,53.6,
2026-07-12,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,regular,24,hour,28.5359,USD,20.4,
2026-07-12,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed_use_discount,24,hour,14.4083,USD,71.8,
2026-07-12,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,regular,24,hour,2.6119,USD,0.9,
2026-07-12,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,regular,100,gibibyte month,3.3665,USD,,False
2026-07-12,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,regular,100,gibibyte month,4.409,USD,,True
2026-07-12,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,regular,24,hour,25.189,USD,,
2026-07-12,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,regular,100,gibibyte month,5.0532,USD,,
2026-07-12,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,regular,24,hour,2.9079,USD,,
2026-07-13,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,regular,24,hour,3.1844,USD,2.2,
2026-07-13,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,regular,24,hour,18.0203,USD,57.2,
2026-07-13,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,regular,24,hour,26.5382,USD,20.5,
2026-07-13,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed_use_discount,24,hour,13.1846,USD,65.4,
2026-07-13,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,regular,24,hour,2.5125,USD,1.2,
2026-07-13,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,regular,100,gibibyte month,3.5443,USD,,False
2026-07-13,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,regular,100,gibibyte month,4.342,USD,,True
2026-07-13,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,regular,24,hour,23.7985,USD,,
2026-07-13,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,regular,100,gibibyte month,5.253,USD,,
2026-07-13,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,regular,24,hour,2.6481,USD,,
2026-07-14,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,regular,24,hour,3.3707,USD,2.0,
2026-07-14,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,regular,24,hour,17.3181,USD,64.0,
2026-07-14,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,regular,24,hour,26.0083,USD,22.3,
2026-07-14,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed_use_discount,24,hour,14.8301,USD,78.8,
2026-07-14,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,regular,24,hour,2.6231,USD,0.9,
2026-07-14,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,regular,100,gibibyte month,3.6652,USD,,False
2026-07-14,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,regular,100,gibibyte month,4.1672,USD,,True
2026-07-14,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,regular,24,hour,26.0883,USD,,
2026-07-14,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,regular,100,gibibyte month,5.3899,USD,,
2026-07-14,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,regular,24,hour,2.8801,USD,,
2026-07-15,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,regular,24,hour,3.2216,USD,2.1,
2026-07-15,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,regular,24,hour,15.7068,USD,49.9,
2026-07-15,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,regular,24,hour,28.7185,USD,23.2,
2026-07-15,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed_use_discount,24,hour,14.1714,USD,82.1,
2026-07-15,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,regular,24,hour,2.6046,USD,1.1,
2026-07-15,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,regular,100,gibibyte month,3.3496,USD,,False
2026-07-15,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,regular,100,gibibyte month,4.5458,USD,,True
2026-07-15,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,regular,24,hour,23.2209,USD,,
2026-07-15,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,regular,100,gibibyte month,5.405,USD,,
2026-07-15,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,regular,24,hour,2.6452,USD,,
2026-07-16,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,regular,24,hour,3.2603,USD,2.1,
2026-07-16,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,regular,24,hour,17.2151,USD,59.6,
2026-07-16,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,regular,24,hour,27.3062,USD,16.4,
2026-07-16,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed_use_discount,24,hour,13.914,USD,61.8,
2026-07-16,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,regular,24,hour,2.6688,USD,0.9,
2026-07-16,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,regular,100,gibibyte month,3.7674,USD,,False
2026-07-16,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,regular,100,gibibyte month,4.0601,USD,,True
2026-07-16,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,regular,24,hour,26.4626,USD,,
2026-07-16,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,regular,100,gibibyte month,5.5504,USD,,
2026-07-16,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,regular,24,hour,2.8323,USD,,
2026-07-17,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,regular,24,hour,3.4098,USD,1.7,
2026-07-17,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,regular,24,hour,15.8084,USD,52.4,
2026-07-17,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,regular,24,hour,26.1536,USD,20.2,
2026-07-17,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed_use_discount,24,hour,14.496,USD,68.7,
2026-07-17,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,regular,24,hour,2.6268,USD,1.0,
2026-07-17,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,regular,100,gibibyte month,3.4474,USD,,False
2026-07-17,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,regular,100,gibibyte month,4.4458,USD,,True
2026-07-17,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,regular,24,hour,27.1766,USD,,
2026-07-17,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,regular,100,gibibyte month,5.1631,USD,,
2026-07-17,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,regular,24,hour,2.7795,USD,,
2026-07-18,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,regular,24,hour,3.3781,USD,2.1,
2026-07-18,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,regular,24,hour,17.8686,USD,65.6,
2026-07-18,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,regular,24,hour,25.8608,USD,19.1,
2026-07-18,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed_use_discount,24,hour,13.9164,USD,63.0,
2026-07-18,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,regular,24,hour,2.4746,USD,0.9,
2026-07-18,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,regular,100,gibibyte month,3.4999,USD,,False
2026-07-18,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,regular,100,gibibyte month,4.3535,USD,,True
2026-07-18,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,regular,24,hour,26.3466,USD,,
2026-07-18,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,regular,100,gibibyte month,5.4569,USD,,
2026-07-18,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,regular,24,hour,2.8546,USD,,
